CountryID,TimeID,lnGDP,D
5,2002,925.4,1
5,2003,928.85,1
5,2004,934.29,1
5,2005,937.1,1
5,2006,948.34,1
5,2007,957.31,1
5,2008,956.94,1
5,2009,943.95,1
5,2010,938.38,1
6,1960,914.78,1
6,1961,915.26,1
6,1962,914.18,1
6,1963,918.33,1
6,1964,923.12,1
6,1965,926.98,1
6,1966,927.04,1
6,1967,931.86,1
6,1968,935.11,1
6,1969,939.83,1
6,1970,944.77,1
6,1971,945.33,1
6,1972,947.35,1
6,1973,948.41,1
6,1974,949.87,1
6,1975,949.87,1
6,1976,951.47,1
6,1977,953.77,1
6,1978,953.51,1
6,1979,956.46,1
6,1980,958.24,1
6,1981,960,1
6,1982,961.51,1
6,1983,957.91,1
6,1984,961.28,1
6,1985,964.91,1
6,1986,967.73,1
6,1987,968.73,1
6,1988,972.8,1
6,1989,974.97,1
6,1990,977,1
6,1991,975.49,1
6,1992,974.73,1
6,1993,977.75,1
6,1994,980.58,1
6,1995,983.24,1
6,1996,986.02,1
6,1997,988.8,1
6,1998,992.24,1
6,1999,996.13,1
6,2000,998.81,1
6,2001,999.51,1
6,2002,1002.1,1
6,2003,1004.1,1
6,2004,1007,1
6,2005,1008.6,1
6,2006,1010.2,1
6,2007,1011.9,1
6,2008,1013.6,1
6,2009,1013,1
6,2010,1013.7,1
7,1960,891.38,1
7,1961,896.23,1
7,1962,898.23,1
7,1963,901.64,1
7,1964,906.92,1
7,1965,909.69,1
7,1966,914.48,1
7,1967,916.69,1
7,1968,920.55,1
7,1969,926.29,1
7,1970,932.54,1
7,1971,937.08,1
7,1972,942.52,1
7,1973,946.74,1
7,1974,950.44,1
7,1975,950.34,1
7,1976,954.99,1
7,1977,959.84,1
7,1978,959.78,1
7,1979,965.26,1
7,1980,967.03,1
7,1981,966.63,1
7,1982,968.49,1
7,1983,971.56,1
7,1984,971.62,1
7,1985,974,1
7,1986,976.23,1
7,1987,977.5,1
7,1988,980.19,1
7,1989,983.41,1
7,1990,986.74,1
7,1991,989.02,1
7,1992,989.79,1
7,1993,989.34,1
7,1994,991.15,1
7,1995,993.75,1
7,1996,996.05,1
7,1997,998.22,1
7,1998,1001.8,1
7,1999,1005.1,1
7,2000,1008.5,1
7,2001,1008.9,1
7,2002,1010.1,1
7,2003,1010.5,1
7,2004,1012.4,1
7,2005,1014.1,1
7,2006,1017.2,1
7,2007,1020.5,1
7,2008,1021.4,1
7,2009,1017.2,1
7,2010,1019.2,1
8,1960,NaN,0
8,1961,NaN,0
8,1962,NaN,0
8,1963,NaN,0
8,1964,NaN,0
8,1965,NaN,0
8,1966,NaN,0
8,1967,NaN,0
8,1968,NaN,0
8,1969,NaN,0
8,1970,NaN,0
8,1971,NaN,0
8,1972,NaN,0
8,1973,NaN,0
8,1974,NaN,0
8,1975,NaN,0
8,1976,NaN,0
8,1977,NaN,0
8,1978,NaN,0
8,1979,NaN,0
8,1980,NaN,0
8,1981,NaN,0
8,1982,NaN,0
8,1983,NaN,0
8,1984,NaN,0
8,1985,NaN,0
8,1986,NaN,0
8,1987,NaN,0
8,1988,NaN,0
8,1989,NaN,0
8,1990,713.15,0
8,1991,710.89,0
8,1992,683.76,1
8,1993,655.98,0
8,1994,632.68,0
8,1995,618.98,0
8,1996,619.26,0
8,1997,623.93,0
8,1998,632.51,0
8,1999,638.77,0
8,2000,648.48,0
8,2001,657.14,0
8,2002,666.47,0
8,2003,676.33,0
8,2004,685.17,0
8,2005,707.57,0
8,2006,736.11,0
8,2007,757.33,0
8,2008,765.49,0
8,2009,772.31,0
8,2010,776,0
9,1960,458.98,NaN
9,1961,442.42,NaN
9,1962,449.36,0
9,1963,451.67,0
9,1964,455.98,0
9,1965,458.04,0
9,1966,460.62,0
9,1967,471.57,0
9,1968,469.34,0
9,1969,466.16,0
9,1970,484.11,0
9,1971,485.79,0
9,1972,478.4,0
9,1973,484.37,0
9,1974,482.75,0
9,1975,482.19,0
9,1976,488.16,0
9,1977,496.99,0
9,1978,493.69,0
9,1979,492.71,0
9,1980,490.86,0
9,1981,499.3,0
9,1982,495.04,0
9,1983,495.4,0
9,1984,492.25,0
9,1985,500.13,0
9,1986,500.14,0
9,1987,502.38,0
9,1988,504.34,0
9,1989,502.97,0
9,1990,503.98,0
9,1991,506.7,0
9,1992,505.78,0
9,1993,497.67,0
9,1994,492.36,0
9,1995,482.96,0
9,1996,473.75,0
9,1997,471.47,0
9,1998,475.44,0
9,1999,473.46,0
9,2000,471.17,0
9,2001,471.25,0
9,2002,473.23,0
9,2003,469.29,1
9,2004,471.11,1
9,2005,469.05,1
9,2006,471.02,1
9,2007,471.48,1
9,2008,472.87,1
9,2009,473.48,1
9,2010,474.76,1
10,1960,891.66,1
10,1961,896.19,1
10,1962,900.87,1
10,1963,904.38,1
10,1964,910.16,1
10,1965,912.75,1
10,1966,915.18,1
10,1967,918.42,1
10,1968,922.14,1
10,1969,928.27,1
10,1970,933.79,1
10,1971,937.51,1
10,1972,942.28,1
10,1973,948.15,1
10,1974,952.3,1
10,1975,950.03,1
10,1976,955.35,1
10,1977,955.85,1
10,1978,958.56,1
10,1979,960.78,1
10,1980,965.02,1
10,1981,964.74,1
10,1982,965.36,1
10,1983,965.68,1
10,1984,968.12,1
10,1985,969.73,1
10,1986,971.5,1
10,1987,973.7,1
10,1988,977.99,1
10,1989,981.04,1
10,1990,983.83,1
10,1991,985.28,1
10,1992,986.39,1
10,1993,985.03,1
10,1994,987.9,1
10,1995,990.05,1
10,1996,991.27,1
10,1997,994.69,1
10,1998,996.39,1
10,1999,999.64,1
10,2000,1003,1
10,2001,1003.5,1
10,2002,1004.4,1
10,2003,1004.7,1
10,2004,1007.5,1
10,2005,1008.7,1
10,2006,1010.7,1
10,2007,1012.8,1
10,2008,1013,1
10,2009,1009.3,1
10,2010,1010.6,1
11,1960,554.9,0
11,1961,556.7,0
11,1962,551.83,0
11,1963,554.99,0
11,1964,559.89,0
11,1965,563.44,0
11,1966,565.28,0
11,1967,564.62,0
11,1968,566.59,0
11,1969,567.54,0
11,1970,567.64,0
11,1971,564.08,0
11,1972,568.17,0
11,1973,569.6,0
11,1974,570.6,0
11,1975,563.23,0
11,1976,561.69,0
11,1977,564.08,0
11,1978,562.8,0
11,1979,566.54,0
11,1980,570.48,0
11,1981,577.29,0
11,1982,576.77,0
11,1983,569.56,0
11,1984,574.43,0
11,1985,578.94,0
11,1986,578.36,0
11,1987,574.14,0
11,1988,574.72,0
11,1989,568.91,0
11,1990,568.96,0
11,1991,570.26,1
11,1992,570.72,1
11,1993,570.68,1
11,1994,571.56,1
11,1995,572.86,1
11,1996,575.28,1
11,1997,578.44,1
11,1998,580.13,1
11,1999,581.92,1
11,2000,584.63,1
11,2001,586.43,1
11,2002,587.66,1
11,2003,588.27,1
11,2004,588.12,1
11,2005,587.84,1
11,2006,588.79,1
11,2007,590.28,1
11,2008,592.29,1
11,2009,593.12,1
11,2010,593.24,1
12,1960,480.57,0
12,1961,483.01,0
12,1962,487.43,0
12,1963,484.6,0
12,1964,485.24,0
12,1965,487.24,0
12,1966,486,0
12,1967,492.61,0
12,1968,493.73,0
12,1969,493.79,0
12,1970,491.94,0
12,1971,491.36,0
12,1972,491.63,0
12,1973,490.04,0
12,1974,495.91,0
12,1975,496.73,0
12,1976,502.73,0
12,1977,500.87,1
12,1978,503.09,1
12,1979,504.37,1
12,1980,502.79,0
12,1981,504.54,0
12,1982,511.21,0
12,1983,509.06,0
12,1984,504.73,0
12,1985,510.34,0
12,1986,515.41,0
12,1987,512.55,0
12,1988,515.54,0
12,1989,515,0
12,1990,511.7,0
12,1991,517.68,0
12,1992,515.18,0
12,1993,515.84,0
12,1994,514.4,0
12,1995,517.2,0
12,1996,524.88,0
12,1997,528.23,0
12,1998,532.49,0
12,1999,536.83,0
12,2000,535.84,0
12,2001,539.43,0
12,2002,541.16,0
12,2003,546.02,0
12,2004,547.65,0
12,2005,550.89,0
12,2006,553.31,0
12,2007,553.88,0
12,2008,555.79,0
12,2009,556.25,0
12,2010,562.11,0
13,1960,554.06,NaN
13,1961,557.13,NaN
13,1962,559.67,NaN
13,1963,556.43,NaN
13,1964,563.93,NaN
13,1965,562.5,NaN
13,1966,561.82,NaN
13,1967,556.59,NaN
13,1968,562.47,NaN
13,1969,560.94,NaN
13,1970,564.28,NaN
13,1971,557.21,NaN
13,1972,541.26,1
13,1973,543.84,1
13,1974,552.09,0
13,1975,546.46,0
13,1976,549.91,0
13,1977,549.99,0
13,1978,553.96,0
13,1979,555.7,0
13,1980,553.65,0
13,1981,554.62,0
13,1982,554.26,0
13,1983,555.53,0
13,1984,557.91,0
13,1985,558.38,0
13,1986,559.83,0
13,1987,560.78,0
13,1988,560.25,0
13,1989,560.25,0
13,1990,563.54,0
13,1991,564.47,1
13,1992,567.13,1
13,1993,569.43,1
13,1994,571.31,1
13,1995,574.03,1
13,1996,576.49,1
13,1997,579.73,1
13,1998,582.85,1
13,1999,585.69,1
13,2000,589.62,1
13,2001,592.96,1
13,2002,595.53,1
13,2003,599,1
13,2004,603.54,1
13,2005,607.92,1
13,2006,613.09,1
13,2007,618.2,0
13,2008,623.16,0
13,2009,627.68,1
13,2010,632.45,1
14,1960,NaN,0
14,1961,NaN,0
14,1962,NaN,0
14,1963,NaN,0
14,1964,NaN,0
14,1965,NaN,0
14,1966,NaN,0
14,1967,NaN,0
14,1968,NaN,0
14,1969,NaN,0
14,1970,NaN,0
14,1971,NaN,0
14,1972,NaN,0
14,1973,NaN,0
14,1974,NaN,0
14,1975,NaN,0
14,1976,NaN,0
14,1977,NaN,0
14,1978,NaN,0
14,1979,NaN,0
14,1980,716.53,0
14,1981,720.98,0
14,1982,722.99,0
14,1983,726.11,0
14,1984,729.22,0
14,1985,731.87,0
14,1986,736.02,0
14,1987,741.75,0
14,1988,752.02,0
14,1989,749.85,0
14,1990,742.09,0
14,1991,734.26,1
14,1992,727.78,1
14,1993,727.09,1
14,1994,729.23,1
14,1995,732.49,1
14,1996,723.55,1
14,1997,722.49,1
14,1998,727.91,1
14,1999,730.41,1
14,2000,736.48,1
14,2001,742.4,1
14,2002,748.85,1
14,2003,754.78,1
14,2004,761.86,1
14,2005,768.55,1
14,2006,775.44,1
14,2007,782.15,1
14,2008,788.65,1
14,2009,783.49,1
14,2010,784.37,1
15,1960,NaN,NaN
15,1961,NaN,NaN
15,1962,NaN,NaN
15,1963,NaN,NaN
15,1964,NaN,NaN
15,1965,NaN,NaN
15,1966,NaN,NaN
15,1967,NaN,NaN
15,1968,NaN,NaN
15,1969,NaN,NaN
15,1970,NaN,NaN
15,1971,NaN,0
15,1972,NaN,0
15,1973,NaN,0
15,1974,NaN,0
15,1975,NaN,0
15,1976,NaN,0
15,1977,NaN,0
15,1978,NaN,0
15,1979,NaN,0
15,1980,931.72,0
15,1981,922.39,0
15,1982,911.43,0
15,1983,914.95,0
15,1984,917.16,0
15,1985,909.34,0
15,1986,907.23,0
15,1987,913.64,0
15,1988,916.87,0
15,1989,913.87,0
15,1990,915.14,0
15,1991,923.03,0
15,1992,926.97,0
15,1993,936.66,0
15,1994,934.01,0
15,1995,935.37,0
15,1996,936.61,0
15,1997,936.56,0
15,1998,938.21,0
15,1999,939.91,0
15,2000,943.26,0
15,2001,947.09,0
15,2002,952.28,0
15,2003,958.44,0
15,2004,960.16,0
15,2005,960.07,0
15,2006,955.27,0
15,2007,950.1,0
15,2008,943.39,0
15,2009,NaN,0
15,2010,NaN,0
16,1960,938.65,NaN
16,1961,943.81,NaN
16,1962,948.69,NaN
16,1963,953.67,NaN
16,1964,958.77,NaN
16,1965,964.05,NaN
16,1966,968.32,NaN
16,1967,973.31,NaN
16,1968,977.52,NaN
16,1969,982.64,NaN
16,1970,973.77,NaN
16,1971,972.75,NaN
16,1972,966.93,NaN
16,1973,972.2,1
16,1974,951.9,1
16,1975,933.86,1
16,1976,936.81,1
16,1977,943.41,1
16,1978,954.47,1
16,1979,975.48,1
16,1980,979.56,1
16,1981,967.66,1
16,1982,971.91,1
16,1983,973.25,1
16,1984,984.38,1
16,1985,987.09,1
16,1986,987,1
16,1987,988.18,1
16,1988,988.76,1
16,1989,993.57,1
16,1990,990.2,1
16,1991,984.1,1
16,1992,978.34,1
16,1993,976.8,1
16,1994,978.17,1
16,1995,980.89,1
16,1996,983.64,1
16,1997,984.44,1
16,1998,987.89,1
16,1999,993.62,1
16,2000,996.45,1
16,2001,997.72,1
16,2002,999.01,1
16,2003,996.31,1
16,2004,995.73,1
16,2005,997.62,1
16,2006,998.64,1
16,2007,998.61,1
16,2008,995.81,1
16,2009,988.9,1
16,2010,988.48,1
17,1960,NaN,0
17,1961,NaN,0
17,1962,NaN,0
17,1963,NaN,0
17,1964,NaN,0
17,1965,NaN,0
17,1966,NaN,0
17,1967,NaN,0
17,1968,NaN,0
17,1969,NaN,0
17,1970,NaN,0
17,1971,NaN,0
17,1972,NaN,0
17,1973,NaN,0
17,1974,NaN,0
17,1975,NaN,0
17,1976,NaN,0
17,1977,NaN,0
17,1978,NaN,0
17,1979,NaN,0
17,1980,NaN,0
17,1981,NaN,0
17,1982,NaN,0
17,1983,NaN,0
17,1984,NaN,0
17,1985,NaN,0
17,1986,NaN,0
17,1987,NaN,0
17,1988,NaN,0
17,1989,NaN,0
17,1990,NaN,0
17,1991,NaN,0
17,1992,NaN,0
17,1993,NaN,0
17,1994,596.07,0
17,1995,618.79,0
17,1996,683.22,0
17,1997,710.98,0
17,1998,722.13,0
17,1999,727.87,0
17,2000,730.7,0
17,2001,733.53,0
17,2002,737.97,0
17,2003,741.71,0
17,2004,747.66,0
17,2005,752.55,0
17,2006,758.55,0
17,2007,765.23,0
17,2008,770.64,0
17,2009,767.86,0
17,2010,768.86,0
18,1960,NaN,0
18,1961,NaN,0
18,1962,NaN,0
18,1963,NaN,0
18,1964,NaN,0
18,1965,NaN,0
18,1966,NaN,0
18,1967,NaN,0
18,1968,NaN,0
18,1969,NaN,0
18,1970,NaN,0
18,1971,NaN,0
18,1972,NaN,0
18,1973,NaN,0
18,1974,NaN,0
18,1975,NaN,0
18,1976,NaN,0
18,1977,NaN,0
18,1978,NaN,0
18,1979,NaN,0
18,1980,NaN,0
18,1981,NaN,0
18,1982,NaN,0
18,1983,NaN,0
18,1984,NaN,0
18,1985,NaN,0
18,1986,NaN,0
18,1987,NaN,0
18,1988,NaN,0
18,1989,NaN,0
18,1990,725.12,0
18,1991,723.86,1
18,1992,713.55,1
18,1993,705.43,1
18,1994,693.1,1
18,1995,682.44,0
18,1996,685.54,0
18,1997,696.76,0
18,1998,705.3,0
18,1999,708.98,0
18,2000,714.92,0
18,2001,719.88,0
18,2002,725.26,0
18,2003,732.58,0
18,2004,743.92,0
18,2005,753.44,0
18,2006,763.41,0
18,2007,772.02,0
18,2008,782.81,0
18,2009,783.97,0
18,2010,791.49,0
19,1960,685.69,NaN
19,1961,687.02,NaN
19,1962,688.22,NaN
19,1963,689.51,NaN
19,1964,691.09,NaN
19,1965,692.94,NaN
19,1966,694.94,NaN
19,1967,697.33,NaN
19,1968,702.3,NaN
19,1969,705.39,NaN
19,1970,708.43,NaN
19,1971,710.86,NaN
19,1972,719.37,NaN
19,1973,723.41,NaN
19,1974,734.73,NaN
19,1975,736.5,NaN
19,1976,734.36,NaN
19,1977,738.2,NaN
19,1978,743.14,NaN
19,1979,747.66,NaN
19,1980,759.11,NaN
19,1981,757.76,1
19,1982,754.88,1
19,1983,750.73,1
19,1984,749.54,1
19,1985,748.03,1
19,1986,750,1
19,1987,757.86,1
19,1988,764.1,1
19,1989,774.53,1
19,1990,781.51,1
19,1991,788.88,1
19,1992,797.7,1
19,1993,800.82,1
19,1994,798.09,1
19,1995,796.16,1
19,1996,795.07,1
19,1997,795.01,1
19,1998,795.06,1
19,1999,801.56,1
19,2000,811.1,1
19,2001,812.98,1
19,2002,814.93,1
19,2003,820.69,1
19,2004,822,1
19,2005,821.78,1
19,2006,823.1,1
19,2007,821.13,1
19,2008,821.31,1
19,2009,817.97,1
19,2010,817.35,1
20,1960,679.66,0
20,1961,679.5,0
20,1962,682.69,0
20,1963,686.67,0
20,1964,689.1,0
20,1965,692.3,0
20,1966,696.31,0
20,1967,700.69,0
20,1968,685.39,0
20,1969,686.09,0
20,1970,683.21,0
20,1971,685.73,0
20,1972,690.96,0
20,1973,694.1,0
20,1974,694.56,0
20,1975,699.19,0
20,1976,701.3,0
20,1977,703.76,0
20,1978,703.44,0
20,1979,701.26,0
20,1980,697.63,0
20,1981,695.72,0
20,1982,689.57,1
20,1983,683.33,1
20,1984,681.01,1
20,1985,677.17,1
20,1986,672.39,1
20,1987,672.63,1
20,1988,673.27,1
20,1989,674.74,1
20,1990,676.99,1
20,1991,679.82,1
20,1992,679.12,1
20,1993,680.98,1
20,1994,683.24,1
20,1995,685.56,1
20,1996,687.62,1
20,1997,690.3,1
20,1998,693.09,1
20,1999,691.43,1
20,2000,691.86,1
20,2001,691.51,1
20,2002,691.98,1
20,2003,692.72,1
20,2004,694.93,1
20,2005,697.45,1
20,2006,700.4,1
20,2007,703.19,1
20,2008,707.54,1
20,2009,709.24,1
20,2010,711.7,1
21,1960,727.78,1
21,1961,734.56,1
21,1962,736.62,1
21,1963,734.48,1
21,1964,734.96,0
21,1965,735.13,0
21,1966,736.45,0
21,1967,738.59,0
21,1968,746.84,0
21,1969,753.6,0
21,1970,759.53,0
21,1971,767.8,0
21,1972,776.79,0
21,1973,787.51,0
21,1974,793.81,0
21,1975,796.53,0
21,1976,803.51,0
21,1977,805.67,0
21,1978,806.5,0
21,1979,810.7,0
21,1980,817.08,0
21,1981,810.25,0
21,1982,808.5,0
21,1983,802.75,0
21,1984,805.67,0
21,1985,811.19,1
21,1986,816.84,1
21,1987,818.43,1
21,1988,816.45,1
21,1989,817.88,1
21,1990,811.76,1
21,1991,811.61,1
21,1992,809.55,1
21,1993,812.57,1
21,1994,816.24,1
21,1995,819.04,1
21,1996,819.63,1
21,1997,821.43,1
21,1998,819.95,1
21,1999,818.72,1
21,2000,821.5,1
21,2001,821.41,1
21,2002,822.68,1
21,2003,822.52,1
21,2004,826.85,1
21,2005,828.82,1
21,2006,831.65,1
21,2007,836.58,1
21,2008,840.7,1
21,2009,839.17,1
21,2010,845.52,1
22,1960,813.06,NaN
22,1961,820.16,NaN
22,1962,828.44,NaN
22,1963,822.79,NaN
22,1964,827.27,NaN
22,1965,837.74,NaN
22,1966,841.4,1
22,1967,851.28,1
22,1968,857.75,1
22,1969,864.71,1
22,1970,873.4,1
22,1971,876.72,1
22,1972,877.36,1
22,1973,878.03,1
22,1974,872.66,1
22,1975,876.09,1
22,1976,875.65,1
22,1977,879.69,1
22,1978,885.45,1
22,1979,892.63,1
22,1980,896.98,1
22,1981,893.35,1
22,1982,887.77,1
22,1983,887.47,1
22,1984,890.29,1
22,1985,890.34,1
22,1986,898.91,1
22,1987,899.51,1
22,1988,905.18,1
22,1989,909.72,1
22,1990,904.44,1
22,1991,901.16,1
22,1992,895.75,1
22,1993,896.45,1
22,1994,900.06,1
22,1995,901.24,1
22,1996,902.75,1
22,1997,908.63,1
22,1998,912.33,1
22,1999,914.59,1
22,2000,916.59,1
22,2001,911.15,1
22,2002,907.31,1
22,2003,909.08,1
22,2004,912.5,1
22,2005,915.42,1
22,2006,918.58,1
22,2007,918.85,1
22,2008,918.82,1
22,2009,913.17,1
22,2010,NaN,1
23,1960,NaN,NaN
23,1961,NaN,NaN
23,1962,NaN,NaN
23,1963,NaN,NaN
23,1964,NaN,NaN
23,1965,NaN,NaN
23,1966,NaN,NaN
23,1967,NaN,NaN
23,1968,NaN,NaN
23,1969,NaN,NaN
23,1970,NaN,NaN
23,1971,NaN,NaN
23,1972,NaN,NaN
23,1973,NaN,NaN
23,1974,1007.1,NaN
23,1975,1003.2,NaN
23,1976,1017.4,NaN
23,1977,1023.7,NaN
23,1978,1026.5,NaN
23,1979,1043.2,NaN
23,1980,1032.6,NaN
23,1981,1007.3,NaN
23,1982,1008.2,NaN
23,1983,1005.8,NaN
23,1984,1003.6,0
23,1985,999.34,0
23,1986,993.78,0
23,1987,992.97,0
23,1988,991.25,0
23,1989,987.35,0
23,1990,985.61,0
23,1991,985.88,0
23,1992,987.7,0
23,1993,985.21,0
23,1994,985.56,0
23,1995,987.28,0
23,1996,987.54,0
23,1997,983.55,0
23,1998,980.56,0
23,1999,981.21,0
23,2000,981.74,0
23,2001,982.24,0
23,2002,983.89,0
23,2003,984.67,0
23,2004,983.14,0
23,2005,981.53,0
23,2006,983.87,0
23,2007,982.1,0
23,2008,978.26,0
23,2009,974.64,0
23,2010,NaN,0
24,1960,NaN,0
24,1961,NaN,0
24,1962,NaN,0
24,1963,NaN,0
24,1964,NaN,0
24,1965,NaN,0
24,1966,NaN,0
24,1967,NaN,0
24,1968,NaN,0
24,1969,NaN,0
24,1970,NaN,0
24,1971,NaN,0
24,1972,NaN,0
24,1973,NaN,0
24,1974,NaN,0
24,1975,NaN,0
24,1976,NaN,0
24,1977,NaN,0
24,1978,NaN,0
24,1979,NaN,0
24,1980,NaN,0
24,1981,556.1,0
24,1982,561.49,0
24,1983,566.17,0
24,1984,570.96,0
24,1985,572.4,0
24,1986,576.85,0
24,1987,591.84,0
24,1988,602.73,0
24,1989,606.5,0
24,1990,614.25,0
24,1991,619.52,0
24,1992,623.29,0
24,1993,628.74,0
24,1994,634.17,0
24,1995,640.96,0
24,1996,646.59,0
24,1997,650.38,0
24,1998,653.5,0
24,1999,657.43,0
24,2000,661.86,0
24,2001,665.72,0
24,2002,671.25,0
24,2003,676.48,0
24,2004,681.31,0
24,2005,687.13,0
24,2006,691.44,0
24,2007,705.89,0
24,2008,708.62,1
24,2009,713.39,1
24,2010,718.86,1
25,1960,547.02,NaN
25,1961,550.81,NaN
25,1962,554.79,NaN
25,1963,557.97,NaN
25,1964,561.92,NaN
25,1965,564.81,NaN
25,1966,568.12,1
25,1967,570.93,1
25,1968,577.94,1
25,1969,588.91,1
25,1970,601.53,1
25,1971,621.26,1
25,1972,641.37,1
25,1973,657.3,1
25,1974,662.23,1
25,1975,666.68,1
25,1976,673,1
25,1977,680.44,1
25,1978,689.91,1
25,1979,697.52,1
